-- BATCH 4
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Lassi', 5850, '2023-07-14'),
('Mumbai', 'Cumin Seeds', 1650, '2023-07-14'),
('Mumbai', 'Rice', 990, '2023-07-14'),
('Mumbai', 'Rice', 380, '2023-07-14'),
('Mumbai', 'Potato', 820, '2023-07-14'),
('Mumbai', 'Cabbage', 420, '2023-07-14'),
('Mumbai', 'Veg Pulao', 9200, '2023-07-14'),
('Mumbai', 'Veg Burger', 1220, '2023-07-14'),
('Mumbai', 'Tomato', 1050, '2023-07-14'),
('Mumbai', 'Samosa', 1800, '2023-07-14'),
('Mumbai', 'Salt', 1790, '2023-07-14'),
('Mumbai', 'Veg Burger', 1600, '2023-07-14'),
('Mumbai', 'Samosa', 1150, '2023-07-14'),
('Mumbai', 'Lassi', 150, '2023-07-14'),
('Mumbai', 'Paneer', 630, '2023-07-14'),
('Mumbai', 'Idli', 430, '2023-07-15'),
('Mumbai', 'Aloo Paratha', 1510, '2023-07-15'),
('Mumbai', 'Rasgulla', 4100, '2023-07-15'),
('Mumbai', 'Cabbage', 1540, '2023-07-15'),
('Mumbai', 'Idli', 730, '2023-07-16'),
('Mumbai', 'Salt', 370, '2023-07-16'),
('Mumbai', 'Carrot', 860, '2023-07-16'),
('Mumbai', 'Plain Dosa', 1900, '2023-07-16'),
('Mumbai', 'Coriander Leaves', 1720, '2023-07-16'),
('Mumbai', 'Coriander Leaves', 830, '2023-07-16'),
('Mumbai', 'Ice Cream', 8850, '2023-07-16'),
('Mumbai', 'Wheat Flour', 860, '2023-07-16'),
('Mumbai', 'Cauliflower', 6250, '2023-07-16'),
('Mumbai', 'Ice Cream', 100, '2023-07-16'),
('Mumbai', 'Paneer', 1520, '2023-07-16'),
('Mumbai', 'Samosa', 1030, '2023-07-16'),
('Mumbai', 'Idli', 1410, '2023-07-16'),
('Mumbai', 'Ice Cream', 1300, '2023-07-16'),
('Mumbai', 'Cabbage', 600, '2023-07-16'),
('Mumbai', 'Aloo Paratha', 520, '2023-07-16'),
('Mumbai', 'Chole without Onion/Garlic', 1010, '2023-07-16');

-- BATCH 9
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Lassi', 1650, '2023-07-16'),
('Mumbai', 'Tomato', 1240, '2023-07-16'),
('Mumbai', 'Salt', 190, '2023-07-17'),
('Mumbai', 'Veg Pulao', 340, '2023-07-17'),
('Mumbai', 'Aloo Paratha', 1330, '2023-07-17'),
('Mumbai', 'Tomato', 7950, '2023-07-17'),
('Mumbai', 'Paneer Butter Masala', 60, '2023-07-17'),
('Mumbai', 'Aloo Paratha', 1920, '2023-07-17'),
('Mumbai', 'Ice Cream', 560, '2023-07-17'),
('Mumbai', 'Veg Burger', 1250, '2023-07-17'),
('Mumbai', 'Wheat Flour', 1740, '2023-07-17'),
('Mumbai', 'Ice Cream', 1770, '2023-07-17'),
('Mumbai', 'Turmeric Powder', 1980, '2023-07-17'),
('Mumbai', 'Cumin Seeds', 1200, '2023-07-17'),
('Mumbai', 'Salt', 9600, '2023-07-17'),
('Mumbai', 'Veg Pulao', 8600, '2023-07-17'),
('Mumbai', 'Sabudana Khichdi', 610, '2023-07-17'),
('Mumbai', 'Pani Puri', 100, '2023-07-17'),
('Mumbai', 'Ice Cream', 790, '2023-07-17'),
('Mumbai', 'Rice', 1050, '2023-07-17'),
('Mumbai', 'Plain Dosa', 1190, '2023-07-18'),
('Mumbai', 'Wheat Flour', 960, '2023-07-18'),
('Mumbai', 'Aloo Paratha', 300, '2023-07-18'),
('Mumbai', 'Carrot', 360, '2023-07-18'),
('Mumbai', 'Paneer', 1530, '2023-07-18'),
('Mumbai', 'Milkshake', 650, '2023-07-18'),
('Mumbai', 'Plain Dosa', 1890, '2023-07-18'),
('Mumbai', 'Turmeric Powder', 1170, '2023-07-18'),
('Mumbai', 'Samosa', 1500, '2023-07-18'),
('Mumbai', 'Veg Pulao', 230, '2023-07-18'),
('Mumbai', 'Lassi', 1130, '2023-07-18'),
('Mumbai', 'Ginger', 640, '2023-07-18'),
('Mumbai', 'Ice Cream', 1710, '2023-07-18'),
('Mumbai', 'Salt', 1490, '2023-07-18'),
('Mumbai', 'Cauliflower', 1230, '2023-07-18'),
('Mumbai', 'Rasgulla', 1590, '2023-07-18'),
('Mumbai', 'Cauliflower', 1850, '2023-07-18'),
('Mumbai', 'Potato', 1090, '2023-07-18'),
('Mumbai', 'Veg Pulao', 1080, '2023-07-18'),
('Mumbai', 'Cabbage', 110, '2023-07-18'),
('Mumbai', 'Paneer', 7250, '2023-07-19'),
('Mumbai', 'Milkshake', 290, '2023-07-19'),
('Mumbai', 'Paneer Butter Masala', 1680, '2023-07-19'),
('Mumbai', 'Veg Pulao', 750, '2023-07-19'),
('Mumbai', 'Paneer Butter Masala', 1470, '2023-07-19'),
('Mumbai', 'Milkshake', 630, '2023-07-19'),
('Mumbai', 'Rice', 1280, '2023-07-19'),
('Mumbai', 'Milk', 1030, '2023-07-19'),
('Mumbai', 'Rasgulla', 640, '2023-07-19'),
('Mumbai', 'Veg Pulao', 1090, '2023-07-19'),
('Mumbai', 'Cumin Seeds', 760, '2023-07-19'),
('Mumbai', 'Salt', 340, '2023-07-19'),
('Mumbai', 'Milkshake', 610, '2023-07-19'),
('Mumbai', 'Turmeric Powder', 420, '2023-07-19'),
('Mumbai', 'Milkshake', 1770, '2023-07-19'),
('Mumbai', 'Cauliflower', 1030, '2023-07-20'),
('Mumbai', 'Idli', 9650, '2023-07-20'),
('Mumbai', 'Rasgulla', 750, '2023-07-20'),
('Mumbai', 'Samosa', 1090, '2023-07-20'),
('Mumbai', 'Ice Cream', 620, '2023-07-20'),
('Mumbai', 'Chole without Onion/Garlic', 1310, '2023-07-20'),
('Mumbai', 'Wheat Flour', 890, '2023-07-20'),
('Mumbai', 'Carrot', 1900, '2023-07-20'),
('Mumbai', 'Turmeric Powder', 1820, '2023-07-20'),
('Mumbai', 'Samosa', 1970, '2023-07-20'),
('Mumbai', 'Paneer', 230, '2023-07-20'),
('Mumbai', 'Wheat Flour', 170, '2023-07-20'),
('Mumbai', 'Ginger', 590, '2023-07-20'),
('Mumbai', 'Cauliflower', 1200, '2023-07-20'),
('Mumbai', 'Lassi', 1740, '2023-07-20'),
('Mumbai', 'Chole without Onion/Garlic', 490, '2023-07-20'),
('Mumbai', 'Coriander Leaves', 1550, '2023-07-21'),
('Mumbai', 'Veg Burger', 950, '2023-07-21'),
('Mumbai', 'Turmeric Powder', 1740, '2023-07-21'),
('Mumbai', 'Potato', 250, '2023-07-21'),
('Mumbai', 'Idli', 560, '2023-07-21'),
('Mumbai', 'Veg Burger', 1790, '2023-07-21'),
('Mumbai', 'Tomato', 2400, '2023-07-21'),
('Mumbai', 'Rice', 980, '2023-07-21'),
('Mumbai', 'Rasgulla', 1200, '2023-07-21'),
('Mumbai', 'Cauliflower', 1200, '2023-07-21'),
('Mumbai', 'Lassi', 1760, '2023-07-21'),
('Mumbai', 'Tomato', 1180, '2023-07-21'),
('Mumbai', 'Paneer Butter Masala', 220, '2023-07-22'),
('Mumbai', 'Cabbage', 1450, '2023-07-22'),
('Mumbai', 'Samosa', 1150, '2023-07-22'),
('Mumbai', 'Cumin Seeds', 150, '2023-07-22'),
('Mumbai', 'Turmeric Powder', 400, '2023-07-22'),
('Mumbai', 'Rice', 190, '2023-07-22'),
('Mumbai', 'Potato', 1220, '2023-07-22'),
('Mumbai', 'Tomato', 950, '2023-07-22'),
('Mumbai', 'Ginger', 3950, '2023-07-22'),
('Mumbai', 'Gulab Jamun', 510, '2023-07-22'),
('Mumbai', 'Turmeric Powder', 1070, '2023-07-22'),
('Mumbai', 'Idli', 2300, '2023-07-22'),
('Mumbai', 'Gulab Jamun', 1990, '2023-07-22'),
('Mumbai', 'Paneer', 1060, '2023-07-22'),
('Mumbai', 'Idli', 5550, '2023-07-22'),
('Mumbai', 'Ice Cream', 300, '2023-07-22'),
('Mumbai', 'Ginger', 1360, '2023-07-22');

-- BATCH 10
INSERT INTO sales_logs (restaurant_id, item_name, quantity, sale_date) VALUES
('Mumbai', 'Cabbage', 630, '2023-07-22'),
('Mumbai', 'Tomato', 720, '2023-07-22'),
('Mumbai', 'Cumin Seeds', 1680, '2023-07-23'),
('Mumbai', 'Paneer', 830, '2023-07-23'),
('Mumbai', 'Cabbage', 630, '2023-07-23'),
('Mumbai', 'Carrot', 1290, '2023-07-23'),
('Mumbai', 'Gulab Jamun', 1800, '2023-07-23'),
('Mumbai', 'Sabudana Khichdi', 880, '2023-07-23'),
('Mumbai', 'Pani Puri', 1840, '2023-07-23'),
('Mumbai', 'Ice Cream', 230, '2023-07-23'),
('Mumbai', 'Ice Cream', 1400, '2023-07-23'),
('Mumbai', 'Veg Pulao', 250, '2023-07-23'),
('Mumbai', 'Veg Pulao', 940, '2023-07-23'),
('Mumbai', 'Lassi', 1850, '2023-07-24'),
('Mumbai', 'Plain Dosa', 700, '2023-07-24'),
('Mumbai', 'Rice', 1420, '2023-07-24'),
('Mumbai', 'Salt', 780, '2023-07-24'),
('Mumbai', 'Paneer Butter Masala', 390, '2023-07-24'),
('Mumbai', 'Cauliflower', 320, '2023-07-24'),
('Mumbai', 'Cauliflower', 300, '2023-07-24'),
('Mumbai', 'Samosa', 1270, '2023-07-24'),
('Mumbai', 'Milkshake', 360, '2023-07-24'),
('Mumbai', 'Milk', 1740, '2023-07-24'),
('Mumbai', 'Carrot', 1440, '2023-07-24'),
('Mumbai', 'Ginger', 1270, '2023-07-24'),
('Mumbai', 'Idli', 1590, '2023-07-24'),
('Mumbai', 'Coriander Leaves', 1530, '2023-07-24'),
('Mumbai', 'Plain Dosa', 810, '2023-07-24'),
('Mumbai', 'Aloo Paratha', 270, '2023-07-25'),
('Mumbai', 'Turmeric Powder', 1140, '2023-07-25'),
('Mumbai', 'Milkshake', 700, '2023-07-25'),
('Mumbai', 'Rice', 640, '2023-07-25'),
('Mumbai', 'Ice Cream', 270, '2023-07-25'),
('Mumbai', 'Cumin Seeds', 90, '2023-07-25'),
('Mumbai', 'Cumin Seeds', 1950, '2023-07-25'),
('Mumbai', 'Lassi', 1340, '2023-07-25'),
('Mumbai', 'Cabbage', 1210, '2023-07-25'),
('Mumbai', 'Potato', 1780, '2023-07-25'),
('Mumbai', 'Pani Puri', 1210, '2023-07-25'),
('Mumbai', 'Plain Dosa', 200, '2023-07-25'),
('Mumbai', 'Cabbage', 1480, '2023-07-25'),
('Mumbai', 'Lassi', 1320, '2023-07-25'),
('Mumbai', 'Cumin Seeds', 90, '2023-07-25'),
('Mumbai', 'Cauliflower', 1220, '2023-07-25'),
('Mumbai', 'Salt', 190, '2023-07-26'),
('Mumbai', 'Samosa', 1420, '2023-07-26'),
('Mumbai', 'Cumin Seeds', 690, '2023-07-26'),
('Mumbai', 'Paneer', 920, '2023-07-26'),
('Mumbai', 'Cumin Seeds', 770, '2023-07-26'),
('Mumbai', 'Turmeric Powder', 1760, '2023-07-26'),
('Mumbai', 'Pani Puri', 480, '2023-07-26'),
('Mumbai', 'Milkshake', 1810, '2023-07-26'),
('Mumbai', 'Sabudana Khichdi', 1550, '2023-07-26'),
('Mumbai', 'Ginger', 1440, '2023-07-26'),
('Mumbai', 'Rasgulla', 250, '2023-07-26'),
('Mumbai', 'Paneer', 760, '2023-07-26'),
('Mumbai', 'Chole without Onion/Garlic', 170, '2023-07-26'),
('Mumbai', 'Salt', 100, '2023-07-26'),
('Mumbai', 'Sabudana Khichdi', 1000, '2023-07-26'),
('Mumbai', 'Rasgulla', 840, '2023-07-26'),
('Mumbai', 'Tomato', 1780, '2023-07-26'),
('Mumbai', 'Veg Burger', 250, '2023-07-26'),
('Mumbai', 'Ginger', 320, '2023-07-27'),
('Mumbai', 'Samosa', 140, '2023-07-27'),
('Mumbai', 'Plain Dosa', 740, '2023-07-27'),
('Mumbai', 'Pani Puri', 470, '2023-07-27'),
('Mumbai', 'Milk', 50, '2023-07-27'),
('Mumbai', 'Chole without Onion/Garlic', 1650, '2023-07-27'),
('Mumbai', 'Chole without Onion/Garlic', 1790, '2023-07-27'),
('Mumbai', 'Rasgulla', 210, '2023-07-27'),
('Mumbai', 'Paneer', 410, '2023-07-27'),
('Mumbai', 'Veg Burger', 120, '2023-07-27'),
('Mumbai', 'Paneer Butter Masala', 400, '2023-07-27'),
('Mumbai', 'Veg Burger', 1000, '2023-07-27'),
('Mumbai', 'Gulab Jamun', 840, '2023-07-27'),
('Mumbai', 'Salt', 1130, '2023-07-27'),
('Mumbai', 'Wheat Flour', 130, '2023-07-27'),
('Mumbai', 'Potato', 1870, '2023-07-28'),
('Mumbai', 'Tomato', 760, '2023-07-28'),
('Mumbai', 'Lassi', 670, '2023-07-28'),
('Mumbai', 'Milk', 1920, '2023-07-28'),
('Mumbai', 'Cumin Seeds', 1220, '2023-07-28'),
('Mumbai', 'Pani Puri', 1450, '2023-07-28'),
('Mumbai', 'Chole without Onion/Garlic', 660, '2023-07-28'),
('Mumbai', 'Tomato', 1800, '2023-07-28'),
('Mumbai', 'Tomato', 1590, '2023-07-28'),
('Mumbai', 'Chole without Onion/Garlic', 990, '2023-07-28'),
('Mumbai', 'Veg Burger', 1850, '2023-07-28'),
('Mumbai', 'Paneer Butter Masala', 7450, '2023-07-28'),
('Mumbai', 'Samosa', 640, '2023-07-28'),
('Mumbai', 'Milkshake', 640, '2023-07-28'),
('Mumbai', 'Veg Pulao', 1130, '2023-07-28'),
('Mumbai', 'Paneer', 920, '2023-07-28'),
('Mumbai', 'Rasgulla', 970, '2023-07-29'),
('Mumbai', 'Coriander Leaves', 560, '2023-07-29'),
('Mumbai', 'Tomato', 500, '2023-07-29'),
('Mumbai', 'Paneer', 1720, '2023-07-29'),
('Mumbai', 'Milk', 390, '2023-07-29'),
('Mumbai', 'Ice Cream', 1910, '2023-07-29'),
('Mumbai', 'Sabudana Khichdi', 580, '2023-07-29');

